filename,width,height,class,xmin,ymin,xmax,ymax,class_int
05a529c287c9ca21.jpg,1024,1024,kantong,173,204,774,831,0
1.jpg,194,259,piring,0,72,191,232,2
10.jpg,1477,1108,piring,280,162,969,847,2
11(1).jpg,375,500,kantong,31,10,342,491,0
11.jpg,1477,1108,piring,698,8,1352,647,2
12.jpg,1477,1108,piring,88,22,848,746,2
1257315.jpg,960,1706,piring,4,367,913,1317,2
1257316.jpg,960,1706,piring,29,750,938,1217,2
1257324.jpg,960,1706,piring,116,576,820,1227,2
1257327.jpg,960,1706,piring,101,672,789,1118,2
12a9f6cce3019e04.jpg,768,1024,kantong,56,15,685,997,0
13.jpg,1477,1108,piring,357,404,1267,971,2
14.jpg,1477,1108,piring,5,89,862,520,2
15.jpg,1477,1108,piring,278,206,1244,952,2
16.jpg,1477,1108,piring,189,170,1259,720,2
175.jpg,544,683,kantong,7,2,530,683,0
176.jpg,240,203,kantong,38,10,217,193,0
177.jpg,175,175,kantong,10,7,159,175,0
18.jpg,1477,1108,piring,197,168,1378,698,2
18e14641547f7e6d.jpg,683,1024,kantong,0,36,683,977,0
19(1).jpg,282,400,kantong,40,5,241,384,0
19.jpg,1477,1108,piring,302,146,1366,952,2
2.jpg,1000,1000,piring,35,117,606,485,2
20.jpg,1477,1108,piring,371,233,1026,861,2
20220608_014547.jpg,3000,4000,piring,27,474,3000,3496,2
21.jpg,1477,1108,piring,0,34,674,653,2
22.jpg,1477,1108,piring,688,71,1305,645,2
23.jpg,1477,1108,piring,644,443,1275,1027,2
24.jpg,1477,1108,piring,177,433,840,1068,2
28S96F28KAEV.jpg,512,512,piring,14,3,460,512,2
3.jpg,500,500,piring,32,38,462,472,2
301.jpg,333,500,kantong,26,41,318,291,0
4.jpg,275,183,piring,65,25,198,156,2
48J7F7XV6BYA.jpg,512,512,piring,2,51,512,482,2
5.jpg,225,225,piring,15,18,218,208,2
6.jpg,1477,1108,piring,341,313,1089,663,2
7.jpg,1477,1108,piring,446,241,1002,805,2
8.jpg,1477,1108,piring,751,188,1265,546,2
9.jpg,1477,1108,piring,102,135,632,427,2
b300a5975ac68399.jpg,1024,768,kantong,332,48,716,189,0
b300a5975ac68399.jpg,1024,768,kantong,245,456,529,763,0
b300a5975ac68399.jpg,1024,768,kantong,548,246,794,647,0
b300a5975ac68399.jpg,1024,768,kantong,334,219,734,545,0
bd3927e41f463052.jpg,1024,682,kantong,48,19,988,680,0
bd964b0de5dd192b.jpg,683,1024,kantong,73,194,503,826,0
c019a82499ffbe7b.jpg,1024,768,kantong,394,165,838,560,0
c25c0f5a3592cd4f.jpg,768,1024,kantong,217,275,514,773,0
cardboard13.jpg,512,384,kardus,0,0,512,384,3
cardboard138.jpg,512,384,kardus,0,0,512,384,3
cardboard146.jpg,512,384,kardus,13,0,439,384,3
cardboard147.jpg,512,384,kardus,0,0,414,384,3
cardboard149.jpg,512,384,kardus,0,0,442,384,3
cardboard180.jpg,512,384,kardus,0,32,454,384,3
cardboard22.jpg,512,384,kardus,0,0,512,384,3
cardboard225.jpg,512,384,kardus,0,0,512,384,3
cardboard226.jpg,512,384,kardus,0,0,512,384,3
cardboard231.jpg,512,384,kardus,0,0,512,384,3
cardboard25.jpg,512,384,kardus,0,0,512,384,3
cardboard251.jpg,512,384,kardus,0,0,512,384,3
cardboard256.jpg,512,384,kardus,0,0,512,384,3
cardboard26.jpg,512,384,kardus,0,0,512,384,3
cardboard262.jpg,512,384,kardus,0,0,512,384,3
cardboard263.jpg,512,384,kardus,0,0,512,384,3
cardboard264.jpg,512,384,kardus,0,0,512,384,3
cardboard270.jpg,512,384,kardus,0,0,512,384,3
cardboard271.jpg,512,384,kardus,0,0,512,384,3
cardboard272.jpg,512,384,kardus,0,0,512,384,3
cardboard274.jpg,512,384,kardus,0,0,512,384,3
cardboard278.jpg,512,384,kardus,0,0,512,384,3
cardboard283.jpg,512,384,kardus,0,0,512,384,3
cardboard284.jpg,512,384,kardus,0,0,512,384,3
cardboard285.jpg,512,384,kardus,0,0,512,384,3
cardboard288.jpg,512,384,kardus,31,0,512,384,3
cardboard289.jpg,512,384,kardus,0,0,512,384,3
cardboard290.jpg,512,384,kardus,0,0,512,384,3
cardboard294.jpg,512,384,kardus,83,0,452,384,3
cardboard295.jpg,512,384,kardus,0,0,512,384,3
cardboard297.jpg,512,384,kardus,0,0,512,384,3
cardboard3.jpg,512,384,kardus,0,0,512,384,3
cardboard300.jpg,512,384,kardus,0,0,512,384,3
cardboard305.jpg,512,384,kardus,0,0,512,384,3
cardboard309.jpg,512,384,kardus,0,0,512,252,3
cardboard310.jpg,512,384,kardus,0,0,512,384,3
cardboard311.jpg,512,384,kardus,0,0,512,384,3
cardboard314.jpg,512,384,kardus,133,0,512,384,3
cardboard317.jpg,512,384,kardus,0,0,512,384,3
cardboard318.jpg,512,384,kardus,0,0,512,384,3
cardboard320.jpg,512,384,kardus,0,0,512,384,3
cardboard325.jpg,512,384,kardus,0,0,512,384,3
cardboard327.jpg,512,384,kardus,64,0,512,384,3
cardboard332.jpg,512,384,kardus,0,0,512,384,3
cardboard333.jpg,512,384,kardus,0,60,512,384,3
cardboard334.jpg,512,384,kardus,0,0,512,384,3
cardboard338.jpg,512,384,kardus,0,0,512,384,3
cardboard339.jpg,512,384,kardus,0,0,512,384,3
cardboard341.jpg,512,384,kardus,0,0,512,384,3
cardboard342.jpg,512,384,kardus,0,0,512,384,3
cardboard343.jpg,512,384,kardus,0,0,512,384,3
cardboard345.jpg,512,384,kardus,0,0,512,384,3
cardboard347.jpg,512,384,kardus,0,0,512,384,3
cardboard350.jpg,512,384,kardus,0,36,512,384,3
cardboard351.jpg,512,384,kardus,0,0,512,384,3
cardboard360.jpg,512,384,kardus,0,0,512,384,3
cardboard364.jpg,512,384,kardus,0,0,512,384,3
cardboard365.jpg,512,384,kardus,0,0,512,384,3
cardboard369.jpg,512,384,kardus,0,0,512,384,3
cardboard375.jpg,512,384,kardus,0,0,512,384,3
cardboard376.jpg,512,384,kardus,0,0,512,384,3
cardboard377.jpg,512,384,kardus,0,0,512,384,3
cardboard382.jpg,512,384,kardus,0,0,512,384,3
cardboard383.jpg,512,384,kardus,0,0,512,384,3
cardboard385.jpg,512,384,kardus,63,49,450,341,3
cardboard4.jpg,512,384,kardus,0,0,512,384,3
cardboard55.jpg,512,384,kardus,0,0,512,384,3
cardboard76.jpg,512,384,kardus,0,0,512,384,3
cardboard79.jpg,512,384,kardus,0,0,512,384,3
cardboard80.jpg,512,384,kardus,0,0,512,384,3
cup1.jpg,3120,4160,cup,605,1414,1493,2617,4
cup1.jpg,3120,4160,cup,1472,1368,2298,2369,4
cup1.jpg,3120,4160,cup,941,2013,2030,3329,4
cup10.jpg,3120,4160,cup,698,41,2701,1905,4
cup10.jpg,3120,4160,cup,559,1755,2737,3788,4
cup11.jpg,3120,4160,cup,745,1068,2572,3954,4
cup12.jpg,3120,4160,cup,646,1022,2794,3143,4
cup13.jpg,3000,4000,cup,0,2194,1445,4000,4
cup14.jpg,1944,2592,cup,313,945,1564,2126,4
cup15.jpg,512,512,cup,0,54,335,269,4
cup15.jpg,512,512,cup,236,288,429,512,4
cup16.jpg,512,512,cup,172,137,365,396,4
cup17.jpg,512,512,cup,64,0,446,499,4
cup18.jpg,512,512,cup,149,30,355,487,4
cup19.jpg,512,512,cup,151,36,369,452,4
cup2.jpg,3120,4160,cup,1643,1621,2670,2963,4
cup2.jpg,3120,4160,cup,559,1352,1627,2323,4
cup20.jpg,512,512,cup,152,56,362,433,4
cup21.jpg,512,512,cup,0,103,243,382,4
cup21.jpg,512,512,cup,199,112,502,452,4
cup22.jpg,512,512,cup,124,111,386,502,4
cup23.jpg,512,512,cup,107,69,297,476,4
cup24.jpg,512,512,cup,28,88,227,434,4
cup24.jpg,512,512,cup,292,81,476,429,4
cup25.jpg,512,512,cup,9,178,159,492,4
cup25.jpg,512,512,cup,161,109,330,491,4
cup25.jpg,512,512,cup,331,27,506,500,4
cup26.jpg,512,512,cup,62,23,451,492,4
cup27.jpg,512,512,cup,50,119,206,387,4
cup27.jpg,512,512,cup,213,152,349,386,4
cup27.jpg,512,512,cup,356,209,459,384,4
cup28.jpg,512,512,cup,59,0,419,512,4
cup29.jpg,512,512,cup,132,75,380,436,4
cup3.jpg,3120,4160,cup,765,609,2097,1946,4
cup30.jpg,512,512,cup,69,64,431,454,4
cup31.jpg,512,512,cup,15,14,237,436,4
cup31.jpg,512,512,cup,274,12,494,424,4
cup32.jpg,512,512,cup,111,22,396,487,4
cup33.jpg,512,512,cup,156,298,351,490,4
cup34.jpg,512,512,cup,91,44,422,466,4
cup35.jpg,512,512,cup,62,182,365,459,4
cup35.jpg,512,512,cup,217,37,431,401,4
cup36.jpg,512,512,cup,107,87,289,502,4
cup36.jpg,512,512,cup,237,5,401,418,4
cup37.jpg,512,512,cup,156,104,354,469,4
cup38.jpg,512,512,cup,20,227,92,410,4
cup38.jpg,512,512,cup,96,146,185,416,4
cup38.jpg,512,512,cup,191,99,296,422,4
cup38.jpg,512,512,cup,302,63,400,426,4
cup38.jpg,512,512,cup,407,21,507,431,4
cup39.jpg,512,512,cup,13,177,135,501,4
cup39.jpg,512,512,cup,151,105,298,504,4
cup39.jpg,512,512,cup,311,16,494,506,4
cup4.jpg,3096,4128,cup,257,1629,1517,2822,4
cup4.jpg,3096,4128,cup,1261,1060,2470,2423,4
cup40.jpg,512,512,cup,107,68,405,459,4
cup41.jpg,512,512,cup,163,77,340,468,4
cup42.jpg,512,512,cup,189,134,373,477,4
cup43.jpg,512,512,cup,46,46,203,421,4
cup43.jpg,512,512,cup,171,110,318,467,4
cup43.jpg,512,512,cup,300,44,452,436,4
cup44.jpg,512,512,cup,196,46,498,416,4
cup45.jpg,512,512,cup,131,50,383,482,4
cup46.jpg,512,512,cup,154,161,349,495,4
cup47.jpg,512,512,cup,62,4,444,506,4
cup48.jpg,512,512,cup,164,192,348,485,4
cup49.jpg,512,512,cup,332,163,439,464,4
cup49.jpg,512,512,cup,221,56,360,443,4
cup49.jpg,512,512,cup,28,161,247,416,4
cup5.jpg,1836,3264,cup,0,599,1764,2094,4
cup50.jpg,512,512,cup,81,30,433,481,4
cup6.jpg,3120,4160,cup,512,640,2701,2885,4
cup7.jpg,3120,4160,cup,1183,2354,2757,3670,4
cup7.jpg,3120,4160,cup,1142,872,2752,2204,4
cup8.jpg,3120,4160,cup,548,661,1942,1946,4
cup8.jpg,3120,4160,cup,1617,1899,3120,3365,4
cup9.jpg,3120,4160,cup,672,1130,2577,2787,4
dcfed644b54e2391.jpg,768,1024,kantong,60,46,716,908,0
f02d82bee1f6f2c5.jpg,1024,753,kantong,459,110,923,601,0
glass108.jpg,512,384,cup,121,93,367,295,4
glass110.jpg,512,384,cup,105,59,379,384,4
glass111.jpg,512,384,cup,115,40,405,320,4
glass117.jpg,512,384,cup,90,0,512,333,4
glass123.jpg,512,384,cup,52,0,435,254,4
glass31.jpg,512,384,cup,25,47,345,384,4
glass41.jpg,512,384,cup,167,84,396,333,4
glass52.jpg,512,384,cup,6,64,344,336,4
glass6.jpg,512,384,cup,195,62,320,279,4
glass71.jpg,512,384,cup,180,14,356,337,4
glass87.jpg,512,384,cup,142,124,446,306,4
glass89.jpg,512,384,cup,92,49,421,354,4
glass92.jpg,512,384,cup,118,61,371,317,4
IMG_20220608_212440.jpg,3472,4640,piring,222,1041,3287,3717,2
IMG_20220608_212504.jpg,3472,4640,piring,137,1025,3330,3776,2
IMG_20220608_212828.jpg,3472,4640,piring,129,1304,2009,2345,2
IMG_20220608_212828.jpg,3472,4640,piring,1348,2295,3457,4022,2
IMG_20220608_212844.jpg,4640,3472,piring,2277,513,3937,1597,2
IMG_20220608_212844.jpg,4640,3472,piring,97,1045,2600,3028,2
KCNMO50TJDP1.jpg,512,512,piring,23,21,493,496,2
LPEIB9SC4CVH.jpg,512,512,piring,5,215,512,510,2
metal1.jpg,512,384,kaleng,0,0,313,284,5
metal10.jpg,512,384,kaleng,248,1,512,384,5
metal106.jpg,512,384,kaleng,118,110,445,384,5
metal128.jpg,512,384,kaleng,34,33,440,384,5
metal129.jpg,512,384,kaleng,58,32,385,374,5
metal13.jpg,512,384,kaleng,257,47,512,384,5
metal130.jpg,512,384,kaleng,0,0,316,334,5
metal16.jpg,512,384,kaleng,82,19,434,340,5
metal17.jpg,512,384,kaleng,162,109,485,351,5
metal184.jpg,512,384,kaleng,190,81,485,384,5
metal186.jpg,512,384,kaleng,105,81,362,341,5
metal188.jpg,512,384,kaleng,58,32,386,348,5
metal203.jpg,512,384,kaleng,115,0,436,336,5
metal216.jpg,512,384,kaleng,36,56,512,384,5
metal232.jpg,512,384,kaleng,101,0,426,383,5
metal233.jpg,512,384,kaleng,23,0,415,288,5
metal243.jpg,512,384,kaleng,117,47,512,326,5
metal26.jpg,512,384,kaleng,112,32,450,371,5
metal261.jpg,512,384,kaleng,170,0,352,373,5
metal269.jpg,512,384,kaleng,188,106,512,384,5
metal281.jpg,512,384,kaleng,16,8,485,383,5
metal286.jpg,512,384,kaleng,149,20,512,384,5
metal293.jpg,512,384,kaleng,149,13,349,327,5
metal30.jpg,512,384,kaleng,173,0,352,371,5
metal308.jpg,512,384,kaleng,86,62,382,342,5
metal315.jpg,512,384,kaleng,107,104,412,277,5
metal32.jpg,512,384,kaleng,128,45,357,271,5
metal33.jpg,512,384,kaleng,61,0,372,261,5
metal331.jpg,512,384,kaleng,101,17,512,320,5
metal34.jpg,512,384,kaleng,99,98,395,384,5
metal361.jpg,512,384,kaleng,58,0,308,294,5
metal362.jpg,512,384,kaleng,150,0,422,305,5
metal378.jpg,512,384,kaleng,63,140,512,384,5
metal38.jpg,512,384,kaleng,40,60,342,299,5
metal387.jpg,512,384,kaleng,81,152,487,384,5
metal389.jpg,512,384,kaleng,0,50,511,384,5
metal396.jpg,512,384,kaleng,63,141,512,384,5
metal402.jpg,512,384,kaleng,0,77,297,333,5
metal404.jpg,512,384,kaleng,1,50,512,384,5
metal405.jpg,512,384,kaleng,235,35,512,384,5
metal41.jpg,512,384,kaleng,144,139,385,384,5
metal425.jpg,512,384,kaleng,0,34,375,361,5
metal43.jpg,512,384,kaleng,136,0,512,326,5
metal438.jpg,512,384,kaleng,22,84,512,384,5
metal476.jpg,275,183,kaleng,192,28,275,167,5
metal476.jpg,275,183,kaleng,132,39,194,143,5
metal476.jpg,275,183,kaleng,63,36,124,146,5
metal476.jpg,275,183,kaleng,0,59,70,174,5
metal493.jpg,225,225,kaleng,81,30,146,200,5
metal498.jpg,275,183,kaleng,38,32,210,183,5
metal51.jpg,512,384,kaleng,251,48,512,384,5
metal52.jpg,512,384,kaleng,151,76,443,384,5
metal532.jpg,224,224,kaleng,112,9,192,202,5
metal532.jpg,224,224,kaleng,26,77,119,218,5
metal54.jpg,512,384,kaleng,28,0,482,383,5
metal55.jpg,512,384,kaleng,186,44,478,332,5
metal58.jpg,512,384,kaleng,169,106,489,384,5
metal581.jpg,234,215,kaleng,40,15,124,187,5
metal581.jpg,234,215,kaleng,123,75,221,174,5
metal585.jpg,311,162,kaleng,11,35,57,125,5
metal585.jpg,311,162,kaleng,61,34,105,125,5
metal585.jpg,311,162,kaleng,109,35,154,125,5
metal585.jpg,311,162,kaleng,158,36,202,125,5
metal585.jpg,311,162,kaleng,206,36,250,124,5
metal585.jpg,311,162,kaleng,256,36,299,124,5
metal594.jpg,259,195,kaleng,43,6,212,195,5
metal60.jpg,512,384,kaleng,74,115,512,329,5
metal605.jpg,225,225,kaleng,25,13,143,152,5
metal64.jpg,512,384,kaleng,0,34,376,359,5
metal66.jpg,512,384,kaleng,151,116,393,384,5
metal676.jpg,275,183,kaleng,31,30,235,156,5
metal677.jpg,225,225,kaleng,67,35,156,200,5
metal70.jpg,512,384,kaleng,64,119,437,315,5
metal71.jpg,512,384,kaleng,109,98,395,384,5
metal721.jpg,512,384,kaleng,145,137,384,384,5
metal75.jpg,512,384,kaleng,17,84,512,384,5
metal756.jpg,512,384,kaleng,52,8,434,290,5
metal76.jpg,512,384,kaleng,75,142,452,268,5
metal777.jpg,512,384,kaleng,28,34,512,328,5
metal80.jpg,512,384,kaleng,50,88,512,363,5
metal85.jpg,512,384,kaleng,182,56,446,318,5
metal91.jpg,512,384,kaleng,191,109,307,226,5
metal92.jpg,512,384,kaleng,170,78,339,254,5
metal99.jpg,512,384,kaleng,127,53,465,384,5
O5TY03T8MGCW.jpg,512,512,piring,89,97,404,437,2
paper1.jpg,512,384,kertas,73,30,434,334,1
paper106.jpg,512,384,kertas,42,74,487,341,1
paper11.jpg,512,384,kertas,89,7,372,365,1
paper117.jpg,512,384,kertas,170,104,306,297,1
paper130.jpg,512,384,kertas,48,55,414,327,1
paper131.jpg,512,384,kertas,0,0,448,383,1
paper132.jpg,512,384,kertas,85,0,333,329,1
paper133.jpg,512,384,kertas,19,0,512,384,1
paper134.jpg,512,384,kertas,17,26,506,376,1
paper145.jpg,512,384,kertas,121,93,369,361,1
paper147.jpg,512,384,kertas,0,0,472,384,1
paper15.jpg,512,384,kertas,0,55,418,383,1
paper190.jpg,512,384,kertas,0,0,511,321,1
paper191.jpg,512,384,kertas,23,0,458,384,1
paper192.jpg,512,384,kertas,5,0,460,326,1
paper193.jpg,512,384,kertas,66,-1,512,384,1
paper194.jpg,512,384,kertas,0,1,445,384,1
paper2.jpg,512,384,kertas,2,34,441,382,1
paper225.jpg,275,183,kertas,152,31,275,94,1
paper225.jpg,275,183,kertas,92,68,275,142,1
paper225.jpg,275,183,kertas,139,122,275,183,1
paper225.jpg,275,183,kertas,0,128,146,183,1
paper225.jpg,275,183,kertas,77,0,275,47,1
paper225.jpg,275,183,kertas,0,37,156,130,1
paper225.jpg,275,183,kertas,0,0,76,39,1
paper228.jpg,310,163,kertas,205,93,310,163,1
paper228.jpg,310,163,kertas,0,84,203,163,1
paper228.jpg,310,163,kertas,130,41,268,101,1
paper228.jpg,310,163,kertas,0,0,210,90,1
paper228.jpg,310,163,kertas,208,0,308,91,1
paper229.jpg,259,194,kertas,130,0,259,194,1
paper229.jpg,259,194,kertas,0,0,129,194,1
paper230.jpg,269,187,kertas,0,0,269,187,1
paper245.jpg,343,147,kertas,246,60,343,147,1
paper245.jpg,343,147,kertas,219,0,342,58,1
paper245.jpg,343,147,kertas,102,0,220,63,1
paper245.jpg,343,147,kertas,124,73,245,147,1
paper245.jpg,343,147,kertas,0,66,123,147,1
paper245.jpg,343,147,kertas,0,1,99,64,1
paper248.jpg,267,189,kertas,5,0,265,189,1
paper249.jpg,360,140,kertas,0,1,84,137,1
paper249.jpg,360,140,kertas,90,2,185,137,1
paper249.jpg,360,140,kertas,193,1,276,136,1
paper249.jpg,360,140,kertas,283,1,360,137,1
paper251.jpg,265,190,kertas,1,1,265,190,1
paper268.jpg,191,263,kertas,0,0,191,257,1
paper272.jpg,512,384,kertas,17,71,374,310,1
paper274.jpg,512,384,kertas,116,94,417,297,1
paper278.jpg,512,384,kertas,114,68,393,349,1
paper279.jpg,299,168,kertas,57,16,299,168,1
paper280.jpg,190,266,kertas,0,1,190,266,1
paper281.jpg,512,384,kertas,81,0,432,384,1
paper285.jpg,512,384,kertas,13,18,487,382,1
paper293.jpg,512,384,kertas,23,62,444,384,1
paper295.jpg,512,384,kertas,27,89,440,323,1
paper296.jpg,512,384,kertas,52,131,361,252,1
paper301.jpg,512,384,kertas,138,10,448,382,1
paper303.jpg,512,384,kertas,16,0,512,384,1
paper313.jpg,512,384,kertas,0,21,482,384,1
paper32.jpg,512,384,kertas,56,15,437,361,1
paper33.jpg,512,384,kertas,103,1,424,384,1
paper331.jpg,512,384,kertas,41,37,401,344,1
paper334.jpg,197,256,kertas,0,1,197,253,1
paper336.jpg,277,182,kertas,37,17,242,177,1
paper337.jpg,300,168,kertas,2,0,300,168,1
paper34.jpg,512,384,kertas,0,1,512,384,1
paper346.jpg,512,384,kertas,98,46,437,373,1
paper351.jpg,274,184,kertas,18,9,254,184,1
paper354.jpg,512,384,kertas,74,80,413,274,1
paper357.jpg,512,384,kertas,29,12,429,341,1
paper361.jpg,512,384,kertas,26,0,447,335,1
paper4.jpg,512,384,kertas,77,14,452,355,1
paper411.jpg,186,271,kertas,5,7,183,265,1
paper44.jpg,512,384,kertas,44,0,427,384,1
paper447.jpg,512,384,kertas,56,10,430,375,1
paper449.jpg,512,384,kertas,29,125,416,352,1
paper45.jpg,512,384,kertas,35,69,422,297,1
paper457.jpg,512,384,kertas,2,2,509,378,1
paper495.jpg,512,384,kertas,37,14,489,383,1
paper5.jpg,512,384,kertas,9,4,420,376,1
paper528.jpg,512,384,kertas,0,0,462,383,1
paper55.jpg,512,384,kertas,53,55,470,359,1
paper571.jpg,512,384,kertas,103,105,296,297,1
paper58.jpg,512,384,kertas,38,55,370,313,1
paper582.jpg,512,384,kertas,0,37,488,329,1
paper71.jpg,512,384,kertas,133,121,310,274,1
paper72.jpg,512,384,kertas,29,3,440,378,1
paper73.jpg,512,384,kertas,2,2,506,381,1
paper74.jpg,512,384,kertas,0,0,462,370,1
paper75.jpg,512,384,kertas,95,87,331,316,1
paper78.jpg,512,384,kertas,55,9,380,384,1
PF0W3OFWMQB2.jpg,512,512,piring,19,10,499,493,2
photo6127686526637814040.jpg,1280,1280,piring,157,236,1103,962,2
photo6127686526637814041.jpg,1280,1280,piring,122,306,1103,958,2
photo6127686526637814042.jpg,1280,1280,piring,66,458,1096,876,2
photo6127686526637814043.jpg,1280,1280,piring,57,427,1245,1002,2
photo6127686526637814044.jpg,1280,1280,piring,136,227,1187,1086,2
photo6127686526637814045.jpg,1280,1280,piring,45,476,1136,967,2
photo6127686526637814046.jpg,1280,1280,piring,150,311,1150,1084,2
photo6127686526637814047.jpg,1280,1280,piring,82,418,1241,1067,2
photo6127686526637814048.jpg,1280,1280,piring,155,409,1178,1063,2
photo6127686526637814049.jpg,1280,1280,piring,138,512,1157,864,2
photo6127686526637814050.jpg,1280,1280,piring,178,339,1185,1035,2
photo6127686526637814051.jpg,1280,1280,piring,122,227,1215,1063,2
photo6127686526637814052.jpg,1280,1280,piring,106,385,1243,960,2
photo6127686526637814053.jpg,1280,1280,piring,122,290,1252,932,2
photo6127686526637814054.jpg,1280,1280,piring,141,224,1140,1037,2
photo6127686526637814055.jpg,1280,1280,piring,131,318,1087,1100,2
photo6127686526637814056.jpg,1280,1280,piring,85,395,1262,1016,2
photo6127686526637814057.jpg,1280,1280,piring,73,264,1210,855,2
photo6127686526637814058.jpg,1280,1280,piring,187,224,1084,1023,2
photo6127686526637814059.jpg,1280,1280,piring,75,297,1150,902,2
photo6127686526637814060.jpg,1280,1280,piring,178,315,1073,1035,2
piring1.jpg,1280,960,piring,216,5,647,342,2
piring1.jpg,1280,960,piring,29,403,567,951,2
piring1.jpg,1280,960,piring,539,112,1222,680,2
plastic100.jpg,512,384,botol,192,59,394,384,6
plastic101.jpg,512,384,botol,25,0,418,319,6
plastic104.jpg,512,384,botol,192,64,405,384,6
plastic105.jpg,512,384,botol,187,42,436,384,6
plastic106.jpg,512,384,botol,0,107,499,305,6
plastic115.jpg,512,384,botol,0,0,512,384,6
plastic116.jpg,512,384,botol,53,30,512,342,6
plastic117.jpg,512,384,botol,0,60,430,384,6
plastic118.jpg,512,384,botol,14,1,512,384,6
plastic119.jpg,512,384,botol,0,0,508,384,6
plastic120.jpg,512,384,botol,0,14,430,364,6
plastic121.jpg,512,384,botol,26,49,359,380,6
plastic122.jpg,512,384,botol,207,0,353,320,6
plastic123.jpg,512,384,botol,0,16,420,384,6
plastic124.jpg,512,384,botol,0,32,489,350,6
plastic126.jpg,512,384,botol,202,5,423,319,6
plastic127.jpg,512,384,botol,235,84,473,270,6
plastic128.jpg,512,384,botol,47,206,502,372,6
plastic129.jpg,512,384,botol,67,179,355,337,6
plastic130.jpg,512,384,botol,94,103,386,319,6
plastic131.jpg,512,384,botol,113,105,311,300,6
plastic134.jpg,512,384,botol,64,108,499,295,6
plastic135.jpg,512,384,botol,158,85,340,267,6
plastic136.jpg,512,384,botol,129,105,299,304,6
plastic138.jpg,512,384,botol,115,103,348,245,6
plastic14.jpg,512,384,botol,52,0,443,304,6
plastic142.jpg,512,384,botol,95,0,332,370,6
plastic153.jpg,512,384,botol,187,109,294,263,6
plastic154.jpg,512,384,botol,194,147,287,222,6
plastic157.jpg,512,384,botol,165,76,512,384,6
plastic165.jpg,512,384,botol,16,129,497,335,6
plastic167.jpg,512,384,botol,147,17,327,344,6
plastic171.jpg,512,384,botol,74,36,427,348,6
